"pers_id","cntry","NUTS1","NUTS2","NUTS3","gender","age","educ","inc_dec","migbck","rur","rur_cont","plid","urid","rurid","lr","immi","resbio","res","thermo.in","thermo.out","int.in","open.in","hon.in","self.in","hypo.in","int.out","open.out","hon.out","self.out","hypo.out","eco","rep1","rep2","cult1","cult2","AP_Wag","galtan19","galtan23","family23","reg_unemp","pop_delta","popdens_n3","EQI"
661,"DK","DK0","DK01","DK013","male",64,"High",8,"No","urban","Very urban",10,8,7,3,8,"A big city","A big city",80,72,3,3,2,3,2,3,2,4,3,3,4,3,3,3,3,21.5362485126821,NA,5,"liberal",5.2,12.7,344.4,1.557
662,"DK","DK0","DK04","DK042","female",65,"Low",2,"No","rural","Very rural",9,4,8,5,8,"A country village","A country village",50,50,3,4,4,3,3,3,3,4,3,3,3,3,3,3,2,18.3368481479234,NA,5,"liberal",5.4,12.6,156.5,1.941
663,"DK","DK0","DK01","DK013","female",41,"High",6,"Yes","rural","Rather rural",6,4,7,3,7,"A town or small city","A country village",80,63,4,2,4,2,4,4,4,2,4,3,5,5,4,2,1,13.6981750609342,NA,5,"liberal",5.2,12.7,344.4,1.557
664,"DK","DK0","DK01","DK011","male",33,"High",NA,"Yes","urban","Very urban",9,6,6,6,5,"A town or small city","A big city",39,49,3,3,3,4,3,3,2,3,3,4,2,2,1,2,2,14.9679657936541,NA,5,"liberal",5.2,12.7,4578,1.557
665,"DK","DK0","DK01","DK013","male",75,"High",3,"No","urban","Very urban",10,7,4,5,3,"A big city","A town or small city",37,66,2,2,2,4,4,3,3,3,3,3,4,3,2,2,3,18.417654573805,NA,5,"liberal",5.2,12.7,344.4,1.557
666,"DK","DK0","DK03","DK032","male",81,"Low",3,"No","urban","Very urban",9,8,7,8,3,"A big city","The suburbs or outskirts of a big city",68,62,3,2,4,5,5,3,2,4,2,2,5,5,5,4,2,20.5572371684524,NA,5,"liberal",5.2,7.3,84.4,1.856
667,"DK","DK0","DK02","DK022","male",45,"Low",8,"No","urban","Rather urban",4,5,5,7,5,"A farm or home in the countryside","A town or small city",47,52,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,21.5276566304835,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
668,"DK","DK0","DK03","DK032","female",76,"Low",4,"No","urban","Rather urban",10,5,5,5,0,"A country village","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,1,3,1,1,4,21.8606953228849,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
669,"DK","DK0","DK05","DK050","female",50,"Low",NA,"No","urban","Very urban",7,3,5,5,2,"A town or small city","A town or small city",52,62,3,2,2,2,4,3,4,3,3,3,3,3,3,3,2,30.6282549290684,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
670,"DK","DK0","DK05","DK050","male",63,"Low",NA,"No","urban","Rather urban",8,8,8,5,3,"A farm or home in the countryside","A town or small city",50,50,4,4,4,3,3,4,4,4,3,3,1,1,1,3,1,28.3203107327586,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
671,"DK","DK0","DK04","DK042","female",50,"Low",4,"No","urban","Rather urban",10,1,1,9,5,"A town or small city","A town or small city",50,51,3,3,3,3,3,3,3,3,3,3,3,2,1,3,1,29.4781274846283,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
672,"DK","DK0","DK04","DK042","female",75,"Low",NA,"No","urban","Rather urban",10,6,10,0,5,"A country village","A town or small city",68,82,3,3,3,2,2,4,4,4,1,1,2,2,1,1,1,28.0528073461463,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
673,"DK","DK0","DK01","DK012","female",48,"Low",5,"No","urban","Rather urban",8,5,5,5,0,"A big city","The suburbs or outskirts of a big city",50,81,3,4,3,3,3,3,2,3,3,3,1,1,1,4,1,29.5785395176976,NA,7.66667,"TAN",5.2,12.7,1665,1.557
674,"DK","DK0","DK05","DK050","female",28,"Low",9,"No","rural","Very rural",10,6,10,10,0,"A country village","A country village",100,100,5,5,5,1,1,5,4,4,5,5,5,5,5,5,3,30.0492928369371,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
675,"DK","DK0","DK05","DK050","male",49,"Low",9,"No","rural","Rather rural",10,2,5,10,0,"A country village","A country village",60,60,3,4,4,3,3,3,3,3,3,4,1,3,4,5,4,32.5551839190013,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
676,"DK","DK0","DK04","DK042","female",65,"Low",1,"No","urban","Rather urban",7,5,5,7,3,"A country village","The suburbs or outskirts of a big city",51,64,3,2,2,4,3,4,4,3,3,2,1,2,1,1,1,28.7715136897592,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
677,"DK","DK0","DK04","DK041","female",36,"Low",7,"No","rural","Very rural",10,8,8,6,7,"A town or small city","A country village",70,32,5,4,5,2,2,5,2,3,4,5,4,5,5,5,4,19.9539469779791,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
678,"DK","DK0","DK05","DK050","female",74,"Low",4,"No","rural","Very rural",10,5,6,5,3,"A country village","A country village",81,60,3,4,4,3,2,3,4,4,3,2,4,3,5,3,5,19.7233364317501,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
679,"DK","DK0","DK05","DK050","female",61,"Low",3,"No","rural","Very rural",9,2,8,6,2,"A town or small city","A country village",65,32,3,3,5,2,1,4,4,2,5,4,4,5,5,4,4,21.5081379947219,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
680,"DK","DK0","DK04","DK041","female",75,"Low",NA,"No","urban","Very urban",8,7,5,6,6,"A town or small city","A big city",50,57,3,3,3,2,2,3,3,4,2,2,2,2,2,3,4,13.6469776873856,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
681,"DK","DK0","DK04","DK042","female",47,"Low",7,"No","rural","Very rural",10,3,8,2,5,"The suburbs or outskirts of a big city","A farm or home in the countryside",100,70,5,5,5,2,2,3,2,2,3,4,5,5,5,5,5,30.3092395153689,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
682,"DK","DK0","DK04","DK042","male",21,"Low",10,"No","urban","Rather urban",5,10,2,8,7,"A big city","A town or small city",85,55,2,5,3,4,5,4,1,5,3,4,5,4,1,2,4,13.8711931714615,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
683,"DK","DK0","DK02","DK022","female",46,"Low",1,"No","rural","Rather rural",10,8,8,5,2,"A town or small city","A town or small city",77,74,4,4,3,3,2,4,3,3,4,3,3,4,4,3,3,8.88594395660922,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
684,"DK","DK0","DK02","DK022","male",38,"High",5,"No","rural","Very rural",10,1,10,10,0,"A big city","A farm or home in the countryside",100,50,3,5,5,1,3,3,1,1,5,5,5,5,5,5,5,35.4436171968946,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
685,"DK","DK0","DK04","DK042","male",72,"High",10,"No","urban","Very urban",10,8,10,6,8,"A country village","The suburbs or outskirts of a big city",60,85,3,2,3,4,4,3,5,4,3,2,4,1,1,1,5,21.4767315949145,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
686,"DK","DK0","DK04","DK042","male",50,"High",9,"No","urban","Very urban",8,5,5,9,2,"A country village","A big city",64,64,3,2,4,2,4,4,4,4,3,2,4,2,3,3,4,24.8565886637728,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
687,"DK","DK0","DK02","DK021","female",32,"Low",NA,"No","urban","Rather urban",5,2,2,5,0,"A country village","The suburbs or outskirts of a big city",100,100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,34.2842529450475,NA,7.66667,"TAN",4.6,7.5,318.1,1.67
688,"DK","DK0","DK03","DK032","male",55,"Low",2,"No","rural","Very rural",8,1,8,3,0,"A country village","A country village",100,0,5,5,3,1,1,1,1,1,5,5,5,5,5,5,5,43.4575655093564,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
689,"DK","DK0","DK03","DK032","female",35,"Low",8,"No","urban","Rather urban",5,5,7,8,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",48,65,3,4,3,4,3,3,2,4,2,3,3,3,3,3,3,32.2491860362397,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
690,"DK","DK0","DK05","DK050","male",63,"Low",NA,"No","urban","Very urban",10,8,5,9,3,"A farm or home in the countryside","A big city",84,83,4,4,4,3,3,4,5,4,3,3,3,3,1,1,4,32.0632188028588,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
691,"DK","DK0","DK03","DK031","female",23,"Low",1,"No","urban","Rather urban",4,1,6,8,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",29,73,2,2,2,5,4,5,5,5,1,1,2,1,1,1,1,29.7168302481944,NA,7.66667,"TAN",5.2,7.3,146.2,1.856
692,"DK","DK0","DK03","DK032","female",60,"Low",8,"No","urban","Rather urban",9,5,6,6,5,"A town or small city","The suburbs or outskirts of a big city",50,50,4,3,3,4,3,3,4,2,4,3,2,4,3,3,2,24.3466630156989,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
693,"DK","DK0","DK01","DK013","female",49,"Low",NA,"No","urban","Very urban",4,6,6,5,4,"A country village","A town or small city",69,76,4,2,3,4,3,4,5,3,2,3,4,2,1,1,1,19.4822996589212,NA,7.66667,"TAN",5.2,12.7,344.4,1.557
694,"DK","DK0","DK03","DK032","female",70,"Low",8,"No","urban","Very urban",9,6,8,9,6,"A town or small city","A town or small city",70,83,4,4,3,3,2,4,4,3,2,1,3,2,1,2,4,25.2816138725359,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
695,"DK","DK0","DK01","DK011","male",59,"Low",4,"No","urban","Very urban",7,6,5,4,7,"A big city","A big city",50,50,3,3,2,3,4,3,4,4,3,2,2,4,3,3,4,21.2471174515509,NA,7.66667,"TAN",5.2,12.7,4578,1.557
696,"DK","DK0","DK04","DK042","male",72,"Low",7,"No","urban","Very urban",10,7,7,4,5,"A farm or home in the countryside","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,4,3,3,3,3,3,2,3,2,15.8063278467834,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
697,"DK","DK0","DK05","DK050","female",55,"Low",7,"No","rural","Very rural",9,4,7,9,5,"A country village","A country village",75,75,4,4,5,2,2,4,2,4,2,2,4,5,4,3,4,26.5452443951831,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
698,"DK","DK0","DK03","DK032","male",32,"Low",8,"Yes","urban","Rather urban",10,6,7,3,5,"A big city","A town or small city",40,70,3,2,2,4,4,3,4,4,4,3,3,3,3,3,3,2.87228132326901,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
699,"DK","DK0","DK02","DK022","female",56,"Low",7,"No","rural","Very rural",8,3,10,0,3,"A country village","A farm or home in the countryside",79,31,3,4,4,2,3,3,3,3,4,4,3,3,5,4,3,30.2859703493218,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
700,"DK","DK0","DK01","DK012","male",66,"Low",3,"No","urban","Very urban",6,6,8,6,6,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",63,65,3,3,3,4,4,3,3,3,4,4,4,3,3,4,4,29.8008389143662,NA,7.66667,"TAN",5.2,12.7,1665,1.557
701,"DK","DK0","DK03","DK032","female",45,"Low",10,"No","rural","Rather rural",8,6,6,8,1,"A country village","A town or small city",86,19,5,5,5,2,2,4,4,3,5,5,5,5,4,5,5,33.069774719523,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
702,"DK","DK0","DK01","DK012","female",36,"Low",2,"No","urban","Very urban",9,7,4,7,1,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",96,6,4,3,3,3,2,3,3,4,3,4,4,4,3,3,3,33.8982300422898,NA,7.66667,"TAN",5.2,12.7,1665,1.557
703,"DK","DK0","DK03","DK032","male",55,"Low",NA,"No","urban","Very urban",7,5,8,8,5,"A town or small city","A town or small city",53,53,4,4,5,1,1,4,3,4,2,1,4,3,3,3,3,26.5510828404417,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
704,"DK","DK0","DK05","DK050","female",74,"Low",3,"No","rural","Very rural",10,8,8,5,4,"A town or small city","A country village",85,85,5,5,4,3,2,3,3,3,3,3,5,5,5,1,3,34.5289733412391,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
705,"DK","DK0","DK02","DK022","female",53,"Low",NA,"No","rural","Rather rural",10,7,10,5,8,"A town or small city","A town or small city",100,100,5,5,5,1,1,5,5,4,4,1,2,4,2,1,3,18.7267188797184,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
706,"DK","DK0","DK02","DK022","female",27,"Low",9,"No","urban","Rather urban",10,7,5,3,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,49,4,2,2,4,3,3,4,4,4,4,3,3,3,4,2,9.84327181378224,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
707,"DK","DK0","DK04","DK041","male",35,"Low",NA,"No","urban","Very urban",4,5,5,5,3,"A town or small city","A country village",49,50,2,1,2,5,5,3,4,3,2,2,1,1,1,3,2,13.0368707901858,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
708,"DK","DK0","DK03","DK031","female",71,"Low",NA,"No","urban","Rather urban",10,7,7,4,0,"A big city","The suburbs or outskirts of a big city",52,58,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,24.342555330121,NA,7.66667,"TAN",5.2,7.3,146.2,1.856
709,"DK","DK0","DK05","DK050","male",73,"Low",8,"No","rural","Very rural",7,6,8,8,0,"A country village","A country village",88,79,4,4,4,2,2,4,2,3,4,4,4,4,5,4,5,31.3861434394224,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
710,"DK","DK0","DK04","DK041","female",25,"Low",7,"No","urban","Very urban",5,7,8,4,4,"A town or small city","A town or small city",60,84,3,4,4,4,4,3,5,4,2,2,3,2,2,2,2,13.8928038926633,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
711,"DK","DK0","DK03","DK032","male",53,"High",9,"No","rural","Very rural",9,5,8,5,7,"A country village","A country village",80,71,4,4,5,2,2,4,5,3,4,4,4,4,4,5,4,14.2017604542536,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
712,"DK","DK0","DK02","DK022","male",53,"Low",NA,NA,"rural","Rather rural",10,5,8,8,5,"The suburbs or outskirts of a big city","A country village",100,50,5,4,4,2,2,4,3,3,4,4,4,4,4,4,3,21.8926928448741,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
713,"DK","DK0","DK04","DK042","female",51,"Low",5,"No","rural","Very rural",10,5,10,8,2,"A farm or home in the countryside","A country village",98,60,5,5,5,2,1,3,4,3,4,5,5,5,5,5,5,32.1745240835043,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
714,"DK","DK0","DK05","DK050","female",47,"Low",5,"No","urban","Rather urban",9,8,7,3,7,"A town or small city","The suburbs or outskirts of a big city",84,76,2,2,3,2,3,4,5,5,4,3,2,3,3,1,4,29.3162071216588,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
715,"DK","DK0","DK03","DK032","female",44,"High",9,"No","urban","Rather urban",8,3,5,6,3,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",55,70,3,2,3,4,3,3,4,4,2,3,4,3,4,4,2,23.2896972930092,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
716,"DK","DK0","DK03","DK032","female",77,"Low",1,"No","rural","Rather rural",1,7,4,9,5,"A farm or home in the countryside","A town or small city",60,70,4,3,4,3,3,3,3,3,3,3,4,5,5,5,4,23.5008510484195,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
717,"DK","DK0","DK01","DK012","female",61,"Low",8,"No","urban","Very urban",3,7,5,8,2,"A big city","The suburbs or outskirts of a big city",50,50,3,2,2,4,4,3,4,3,3,3,3,2,3,4,3,25.0928276605089,NA,7.66667,"TAN",5.2,12.7,1665,1.557
718,"DK","DK0","DK05","DK050","male",53,"High",NA,"No","urban","Very urban",7,5,7,7,3,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,59,4,4,3,4,3,3,4,4,3,2,3,3,2,3,1,29.1446393012506,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
719,"DK","DK0","DK05","DK050","female",49,"Low",1,"No","rural","Rather rural",10,6,8,5,6,"The suburbs or outskirts of a big city","A country village",79,70,5,5,5,3,1,5,4,4,3,2,4,5,5,3,3,36.2027623255464,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
720,"DK","DK0","DK04","DK042","male",43,"Low",6,"No","urban","Rather urban",10,4,8,9,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",80,51,4,2,2,5,5,5,4,4,2,1,3,4,1,5,3,43.1434815470425,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
721,"DK","DK0","DK04","DK042","male",56,"High",3,"No","rural","Rather rural",10,6,8,10,2,"A farm or home in the countryside","A country village",53,49,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,34.1707477237476,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
722,"DK","DK0","DK05","DK050","male",37,"Low",6,"No","rural","Very rural",6,5,5,9,0,"A big city","A country village",44,40,4,3,5,4,3,4,5,3,4,4,5,4,5,4,4,23.4273344621192,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
723,"DK","DK0","DK02","DK021","female",27,"High",NA,"Yes","urban","Very urban",2,5,5,5,0,"A town or small city","The suburbs or outskirts of a big city",50,50,1,1,1,1,3,1,1,1,1,1,3,3,3,3,1,20.1596130915253,NA,7.66667,"TAN",4.6,7.5,318.1,1.67
724,"DK","DK0","DK01","DK013","male",57,"Low",10,"No","rural","Rather rural",10,6,10,5,7,"The suburbs or outskirts of a big city","A town or small city",78,69,4,4,5,5,5,5,5,4,5,5,3,3,5,4,3,11.8,NA,7.66667,"TAN",5.2,12.7,344.4,1.557
725,"DK","DK0","DK04","DK041","female",46,"Low",NA,"No","rural","Very rural",9,3,7,8,3,"A town or small city","A farm or home in the countryside",70,40,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,9.44669254289563,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
726,"DK","DK0","DK03","DK032","female",45,"Low",3,"No","urban","Very urban",9,6,6,9,6,"A town or small city","A town or small city",92,81,3,4,3,3,3,4,5,3,3,3,3,3,3,3,3,21.8714425678783,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
727,"DK","DK0","DK05","DK050","female",60,"Low",NA,"No","urban","Very urban",5,4,4,5,3,"A country village","The suburbs or outskirts of a big city",50,60,4,2,3,5,4,4,5,5,3,1,2,3,2,3,3,36.2154663092994,NA,7.66667,"TAN",4.7,4.9,76.5,2.104
728,"DK","DK0","DK03","DK031","female",54,"Low",7,"No","rural","Very rural",9,4,7,8,2,"The suburbs or outskirts of a big city","A country village",85,30,5,4,5,1,1,2,2,1,4,5,2,5,5,5,5,28.4887697172061,NA,7.66667,"TAN",5.2,7.3,146.2,1.856
729,"DK","DK0","DK03","DK032","female",61,"Low",6,"No","urban","Very urban",10,9,9,6,0,"A farm or home in the countryside","A big city",50,55,4,2,2,5,4,4,5,5,2,2,2,2,1,3,1,42.7148686056741,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
730,"DK","DK0","DK04","DK042","male",37,"High",1,"No","rural","Rather rural",4,2,8,7,1,"The suburbs or outskirts of a big city","A country village",61,39,3,3,2,4,4,3,2,3,1,1,2,1,1,2,2,11.9787311515035,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
731,"DK","DK0","DK02","DK022","male",62,"High",3,"No","urban","Very urban",6,7,7,10,7,"A big city","A town or small city",70,70,3,3,2,5,4,3,4,3,4,3,4,4,4,4,4,30.1734983056324,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
732,"DK","DK0","DK03","DK031","male",43,"High",8,"No","rural","Very rural",10,3,8,9,2,"A country village","A country village",80,40,4,5,5,1,1,2,1,1,5,5,4,5,5,5,5,31.1287648325468,NA,7.66667,"TAN",5.2,7.3,146.2,1.856
733,"DK","DK0","DK03","DK032","male",64,"Low",8,"No","urban","Rather urban",9,6,8,3,9,"A country village","The suburbs or outskirts of a big city",41,80,4,4,4,3,2,4,4,4,2,2,3,1,2,2,1,14.058449416632,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
734,"DK","DK0","DK03","DK032","female",27,"High",7,"No","urban","Very urban",5,8,6,7,6,"A town or small city","A town or small city",75,75,4,3,3,3,2,5,4,3,3,3,3,3,3,3,3,18.5569394028218,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
735,"DK","DK0","DK01","DK011","male",56,"Low",NA,"No","urban","Very urban",0,2,2,1,0,"A town or small city","A big city",50,50,1,4,1,5,5,1,1,2,5,5,5,5,5,5,5,7.95235814082842,NA,7.66667,"TAN",5.2,12.7,4578,1.557
736,"DK","DK0","DK03","DK032","male",55,"Low",3,"No","rural","Very rural",10,5,8,4,0,"The suburbs or outskirts of a big city","A farm or home in the countryside",74,55,2,2,4,2,4,3,1,1,5,5,4,4,4,5,4,27.8273247007326,NA,7.66667,"TAN",5.2,7.3,84.4,1.856
737,"DK","DK0","DK04","DK042","male",68,"Low",9,"No","urban","Rather urban",10,8,8,5,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",90,90,4,4,4,2,2,4,4,4,2,2,3,4,3,2,2,23.5168025037419,NA,7.66667,"TAN",5.4,12.6,156.5,1.941
738,"DK","DK0","DK04","DK041","male",69,"High",8,"No","urban","Very urban",10,2,2,5,2,"A town or small city","A town or small city",80,80,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,16.9693841962518,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
739,"DK","DK0","DK04","DK041","female",51,"Low",NA,"No","rural","Very rural",5,5,5,8,3,"A town or small city","A farm or home in the countryside",69,65,3,4,4,3,3,3,2,2,4,3,4,5,5,3,4,19.5693638118361,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
740,"DK","DK0","DK04","DK041","male",61,"Low",6,"Yes","rural","Rather rural",9,7,8,6,5,"A big city","A country village",79,71,4,5,5,2,2,4,2,3,4,4,4,4,5,4,3,29.9105332617123,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
741,"DK","DK0","DK03","DK031","male",71,"Low",6,"No","urban","Rather urban",10,5,5,8,0,"A country village","A town or small city",49,69,3,3,1,5,5,3,3,5,1,1,3,3,3,3,3,0,NA,7.66667,"TAN",5.2,7.3,146.2,1.856
742,"DK","DK0","DK04","DK041","male",33,"High",7,"No","urban","Rather urban",8,6,6,7,4,"A country village","A town or small city",66,79,4,2,3,4,4,4,4,4,2,2,4,3,3,3,3,9.63794583923359,NA,7.66667,"TAN",5.4,12.6,61.1,1.941
743,"DK","DK0","DK02","DK022","female",27,"Low",2,"No","rural","Very rural",7,6,7,8,0,"A country village","A town or small city",89,66,5,5,5,5,1,5,5,5,1,1,4,5,5,5,5,32.3734459086456,NA,7.66667,"TAN",4.6,7.5,93.3,1.67
744,"DK","DK0","DK01","DK011","male",73,"Low",6,"No","urban","Very urban",9,3,7,4,7,"A big city","A big city",51,64,3,2,3,4,3,3,4,4,3,2,3,4,3,3,4,9.30644937664199,NA,7.66667,"TAN",5.2,12.7,4578,1.557
745,"DE","DE9","DE92","DE929","female",62,"Low",NA,"No","urban","Very urban",10,10,10,7,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",51,80,3,4,3,4,4,3,4,4,3,3,1,1,1,1,1,32.1385887818505,6.571428,6.59091,"christdem",3,-15.4,511.2,NA
746,"DE","DE2","DE21","DE212","male",67,"High",8,"No","rural","Rather rural",10,4,10,7,4,"A big city","The suburbs or outskirts of a big city",90,30,3,5,3,1,1,3,2,3,5,3,4,5,4,4,5,27.1661554144122,6.571428,6.59091,"christdem",2.3,-5.1,4794.2,NA
747,"DE","DE9","DE93","DE939","male",61,"Low",NA,"No","rural","Rather rural",7,6,6,4,2,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",52,72,3,2,4,3,3,3,4,3,3,2,3,4,3,4,4,14.3836326735943,6.571428,6.59091,"christdem",2.6,-8.6,172.5,NA
748,"DE","DEG","DEG0","DEG0L","male",74,"Low",4,"No","rural","Very rural",10,1,10,5,5,"A town or small city","A country village",78,19,5,5,5,2,2,4,4,3,2,1,4,4,4,4,4,17.8013732304249,6.571428,6.59091,"christdem",3.1,4.7,115.2,NA
749,"DE","DE9","DE94","DE94E","female",54,"Low",NA,"No","rural","Rather rural",4,4,6,5,5,"A country village","A town or small city",72,61,4,4,4,2,2,4,4,4,3,3,3,3,4,3,3,16.0104132780304,6.571428,6.59091,"christdem",2.5,2.1,169.4,NA
750,"DE","DE6","DE60","DE600","female",30,"High",NA,"No","urban","Rather urban",6,7,6,5,5,"The suburbs or outskirts of a big city","A big city",47,45,3,2,2,4,4,3,4,4,2,4,3,3,2,4,2,15.3124858276578,6.571428,6.59091,"christdem",4.1,-11.5,2605.4,NA
751,"DE","DE7","DE71","DE71C","male",66,"Low",10,"No","rural","Rather rural",8,4,7,6,5,"A country village","A town or small city",50,50,3,2,4,3,3,3,4,3,3,3,3,4,4,3,4,32.9123414879923,6.571428,6.59091,"christdem",3.1,-6.3,1009,NA
752,"DE","DE1","DE11","DE113","male",32,"High",7,"No","rural","Rather rural",8,6,7,7,5,"A town or small city","A town or small city",70,41,3,3,3,1,1,3,4,3,4,4,4,5,4,5,4,30.9663796183323,6.571428,6.59091,"christdem",2.9,-2,833.6,NA
753,"DE","DE2","DE27","DE271","female",70,"Low",NA,"No","urban","Rather urban",5,1,1,5,0,"A big city","The suburbs or outskirts of a big city",51,50,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,24.7655674946756,6.571428,6.59091,"christdem",1.8,-7.6,2015,NA
754,"DE","DE7","DE73","DE731","male",52,"Low",1,"No","urban","Very urban",7,8,7,5,5,"A big city","A big city",70,50,4,3,3,3,2,3,4,3,2,2,3,4,4,3,3,26.1448954015034,6.571428,6.59091,"christdem",2.1,-15.4,1901.8,NA
755,"DE","DEF","DEF0","DEF0E","male",58,"High",NA,"No","urban","Rather urban",9,8,9,6,5,"A country village","A town or small city",75,75,3,4,3,4,3,3,2,3,3,3,2,2,1,4,2,24.0167765438153,6.571428,6.59091,"christdem",3.1,5.9,128.8,NA
