ResponseId,b1_pid3,b1_pid3_t,b1_pid7,benefits_wrong_deny,benefits_wrong_receive,benefits_wrong_apply,assign_abstract_fraud_orde,abstract_wrong_count,abstract_wrong_not_count,abstract_wrong_not_vote,abstract_frequency_count,abstract_frequency_not_cou,abstract_frequency_not_vot,assign_vignette,assign_vignette_support,assign_vignette_wording,wording_wrong_serious,vignette_uncounted,vignette_forgone,vignette_fraudulent,elections_mistake,fraud_democrat_loses,fraud_republican_loses,ballot_security,vote_secrecy,assign_vote_accuracy_order,mail_in_vote_accuracy,in_person_vote_accuracy,weight,Party,vignette_error,vignette_support,vignette_wording,vignette_dv,worse_mistake,vignette_interaction,own_party,error_hurt
980,1,__NA__,1,7,7,7,2,7,7,7,50,60,35,1,2,1,1,5,,,1,2,4,4,4,1,1,2,0.558735665040923,Democrat,Uncounted,Trump,wrong,0.666666666666667,Uncounted,Uncounted-Trump,0,0
981,1,__NA__,1,7,5,7,2,5,5,7,0,0,50,1,1,1,1,5,,,1,4,4,3,3,1,2,1,0.835160353108272,Democrat,Uncounted,Biden,wrong,0.666666666666667,Uncounted,Uncounted-Biden,1,1
982,3,__NA__,3,7,6,7,1,5,7,7,1,1,30,1,3,2,2,6,,,1,2,4,3,4,2,1,1,0.414274484129302,Democrat,Uncounted,None,serious,0.833333333333333,Uncounted,Uncounted-None,0,0
983,1,__NA__,1,7,6,6,1,7,6,7,0.01,0,5,2,3,2,2,,6,,1,4,4,2,5,2,1,1,0.253291688390022,Democrat,Forgone,None,serious,0.833333333333333,Uncounted,Forgone-None,0,0
984,1,__NA__,2,6,6,5,2,5,7,7,0,1,10,3,3,2,2,,,4,1,5,4,1,3,2,1,1,0.337355901125386,Democrat,Fraudulent,None,serious,0.5,Uncounted,Fraudulent-None,0,1
985,2,__NA__,7,5,5,5,2,5,5,5,8,3,2,2,3,2,2,,3,,1,3,2,4,3,1,3,2,1.70502762898012,Republican,Forgone,None,serious,0.333333333333333,Uncounted,Forgone-None,0,0
986,1,__NA__,1,5,5,5,2,5,5,5,5,5,5,2,3,1,1,,5,,1,4,4,6,9,1,2,2,1.8253815049324,Democrat,Forgone,None,wrong,0.666666666666667,Uncounted,Forgone-None,0,0
987,2,__NA__,7,3,6,4,1,7,5,4,20,20,0,2,3,1,1,,5,,2,4,1,5,9,1,4,1,0.789069815345609,Republican,Forgone,None,wrong,0.666666666666667,Fraudulent,Forgone-None,0,0
988,1,__NA__,1,6,6,6,2,6,6,6,0,10,10,3,3,1,1,,,6,1,4,4,2,3,2,1,1,0.297615550378465,Democrat,Fraudulent,None,wrong,0.833333333333333,Uncounted,Fraudulent-None,0,1
989,1,__NA__,1,7,7,7,1,7,7,7,0,5,12,3,1,2,2,,,7,1,2,4,2,4,1,2,2,0.465482313147587,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
990,1,__NA__,1,7,6,7,1,2,7,7,0,2,1,2,1,2,2,,7,,1,3,4,1,2,2,1,1,0.605701642028286,Democrat,Forgone,Biden,serious,1,Uncounted,Forgone-Biden,1,1
991,1,__NA__,2,6,7,6,1,3,6,6,2,1,1,3,2,1,1,,,7,2,3,4,2,3,1,1,1,0.651434387804139,Democrat,Fraudulent,Trump,wrong,1,Fraudulent,Fraudulent-Trump,0,1
992,1,__NA__,1,6,3,6,2,6,6,6,2,0,10,2,1,2,2,,6,,1,2,3,3,3,1,9,9,2.44552954816311,Democrat,Forgone,Biden,serious,0.833333333333333,Uncounted,Forgone-Biden,1,1
993,1,__NA__,1,5,7,7,2,7,7,7,25,0,0,2,1,1,1,,5,,1,3,4,3,4,1,2,2,2.67424199028823,Democrat,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,1,1
994,2,__NA__,7,3,2,1,1,2,2,3,3,33,2,2,2,1,1,,2,,1,4,3,3,5,2,9,9,6.43622365857457,Republican,Forgone,Trump,wrong,0.166666666666667,Uncounted,Forgone-Trump,1,1
995,2,__NA__,7,7,7,7,2,7,7,7,0,100,0,3,1,2,2,,,7,1,4,5,6,2,2,9,9,1.23055847379338,Republican,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,0,1
996,1,__NA__,2,7,6,7,2,7,7,7,0,100,100,2,3,2,2,,1,,1,1,5,4,1,2,2,1,2.86510913051647,Democrat,Forgone,None,serious,0,Uncounted,Forgone-None,0,0
997,1,__NA__,2,7,6,7,1,5,6,7,3,5,10,3,3,1,1,,,5,1,1,4,2,5,1,2,1,0.501803746871848,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
998,4,Constitutional Conservative,5,7,7,7,2,7,7,7,5,5,0,1,1,2,2,7,,,1,1,1,4,2,2,3,1,0.791797903950224,Republican,Uncounted,Biden,serious,1,Uncounted,Uncounted-Biden,0,0
999,2,__NA__,7,3,7,4,2,7,7,7,3,5,0,2,3,1,1,,1,,2,4,4,3,5,2,3,1,1.11316531638531,Republican,Forgone,None,wrong,0,Fraudulent,Forgone-None,0,0
1000,1,__NA__,1,7,7,7,1,7,7,7,40,40,10,2,2,2,2,,7,,2,4,4,3,2,1,1,1,6.43622365857457,Democrat,Forgone,Trump,serious,1,Fraudulent,Forgone-Trump,0,0
1001,2,__NA__,7,5,7,4,1,7,6,1,10,2,0,3,1,1,1,,,7,2,4,2,4,4,1,3,1,0.537683806519996,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
1002,1,__NA__,1,7,7,7,2,7,4,7,0,0,0,1,3,1,1,7,,,1,1,4,1,9,1,2,1,0.956619709541527,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
1003,1,__NA__,1,7,7,7,1,7,7,7,5,5,30,3,3,2,2,,,6,1,4,4,1,2,1,1,1,1.59328850692185,Democrat,Fraudulent,None,serious,0.833333333333333,Uncounted,Fraudulent-None,0,1
1004,1,__NA__,1,6,7,6,2,7,6,7,0.5,0.5,1,3,3,1,1,,,7,1,4,4,1,2,1,1,1,0.25995382062179,Democrat,Fraudulent,None,wrong,1,Uncounted,Fraudulent-None,0,1
1005,1,__NA__,1,6,7,5,2,7,7,7,2,2,3,2,1,1,1,,7,,1,2,3,3,3,1,2,2,0.591559771841647,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
1006,2,__NA__,6,7,7,7,1,6,7,7,25,25,15,1,1,2,2,5,,,2,3,3,3,5,2,3,3,0.458233535131852,Republican,Uncounted,Biden,serious,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
1007,2,__NA__,7,6,7,6,2,7,7,7,75,50,25,3,3,1,1,,,6,2,1,5,5,5,1,4,4,0.959330979213112,Republican,Fraudulent,None,wrong,0.833333333333333,Fraudulent,Fraudulent-None,0,1
1008,1,__NA__,1,5,3,5,2,2,5,5,3,1,10,3,1,1,1,,,5,1,4,4,2,2,1,1,1,0.231480906804849,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
1009,1,__NA__,1,7,7,7,2,5,6,7,1,0,5,3,1,2,2,,,7,1,4,4,1,2,2,1,1,0.234549882076947,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
1010,3,__NA__,5,7,6,6,1,6,6,6,80,80,0,3,2,2,2,,,6,2,4,1,5,9,1,3,3,4.53900069929588,Republican,Fraudulent,Trump,serious,0.833333333333333,Fraudulent,Fraudulent-Trump,1,0
1011,2,__NA__,6,7,7,7,1,7,6,7,75,22,12,3,3,1,1,,,7,2,4,1,5,5,1,4,2,1.04760075327097,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
1012,2,__NA__,7,4,7,5,1,5,6,6,20,10,5,3,3,2,2,,,6,1,3,1,3,3,1,2,1,0.403111189402197,Republican,Fraudulent,None,serious,0.833333333333333,Uncounted,Fraudulent-None,0,1
1013,2,__NA__,6,7,7,3,2,5,5,5,10,10,0,1,3,2,2,4,,,2,4,2,6,5,2,2,9,0.494044867220625,Republican,Uncounted,None,serious,0.5,Fraudulent,Uncounted-None,0,0
1014,2,__NA__,7,7,7,5,2,7,5,5,8,20,3,2,1,1,1,,5,,2,3,2,4,3,1,3,2,0.464356782060908,Republican,Forgone,Biden,wrong,0.666666666666667,Fraudulent,Forgone-Biden,0,0
1015,3,__NA__,3,6,6,6,1,6,7,7,0.1,1,10,3,3,1,1,,,6,1,5,5,2,4,1,2,2,0.580175567722809,Democrat,Fraudulent,None,wrong,0.833333333333333,Uncounted,Fraudulent-None,0,1
1016,2,__NA__,7,7,7,7,2,7,7,7,25,25,0,2,2,2,2,,7,,1,4,1,3,4,1,3,2,0.389035063446562,Republican,Forgone,Trump,serious,1,Uncounted,Forgone-Trump,1,1
1017,1,__NA__,1,6,5,7,1,7,7,7,5,0,90,1,2,2,2,7,,,1,4,4,1,4,2,1,9,0.586800118504853,Democrat,Uncounted,Trump,serious,1,Uncounted,Uncounted-Trump,0,0
1018,1,__NA__,1,5,5,5,1,5,5,5,0,5,10,2,2,1,1,,2,,1,1,4,2,5,2,1,1,0.524283031031912,Democrat,Forgone,Trump,wrong,0.166666666666667,Uncounted,Forgone-Trump,0,0
1019,3,__NA__,5,5,7,2,1,7,7,2,10,0,0,2,2,2,2,,1,,2,4,1,5,2,1,4,2,0.356504897667721,Republican,Forgone,Trump,serious,0,Fraudulent,Forgone-Trump,1,1
1020,1,__NA__,1,7,7,7,2,7,5,3,30,25,50,2,1,1,1,,3,,2,2,4,3,4,1,2,1,2.01060783048255,Democrat,Forgone,Biden,wrong,0.333333333333333,Fraudulent,Forgone-Biden,1,1
1021,2,__NA__,6,5,7,5,2,5,5,6,35,40,20,3,3,2,2,,,6,1,2,2,3,4,2,3,3,0.415206040268177,Republican,Fraudulent,None,serious,0.833333333333333,Uncounted,Fraudulent-None,0,1
1022,1,__NA__,1,5,6,7,1,7,7,7,0,3,10,2,1,2,2,,7,,1,4,4,2,4,2,1,1,0.554559580744557,Democrat,Forgone,Biden,serious,1,Uncounted,Forgone-Biden,1,1
1023,3,__NA__,5,5,7,5,2,6,6,2,1,3,2,3,1,2,2,,,4,2,4,4,2,1,2,1,1,0.270286374588388,Republican,Fraudulent,Biden,serious,0.5,Fraudulent,Fraudulent-Biden,0,1
1024,2,__NA__,7,7,7,7,2,7,7,7,100,100,100,1,3,2,2,7,,,1,4,1,5,5,1,4,3,1.05169437850096,Republican,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
1025,2,__NA__,7,7,7,7,2,7,7,7,50,40,45,3,1,1,1,,,7,2,4,1,5,1,1,4,3,0.464356782060908,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
1026,1,__NA__,1,7,6,5,1,7,6,6,10,5,10,2,2,2,2,,7,,1,2,4,3,9,2,1,1,0.239006277492586,Democrat,Forgone,Trump,serious,1,Uncounted,Forgone-Trump,0,0
1027,2,__NA__,6,7,4,7,2,7,7,7,100,1,1,1,2,1,1,7,,,1,1,1,6,9,2,9,9,0.238934092696924,Republican,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,1,1
1028,2,__NA__,7,6,6,6,1,7,6,5,20,30,0,2,1,1,1,,2,,2,4,1,4,9,1,4,2,0.521655558188338,Republican,Forgone,Biden,wrong,0.166666666666667,Fraudulent,Forgone-Biden,0,0
1029,2,__NA__,7,6,7,7,2,5,7,,15,3,5,3,1,2,2,,,6,1,4,2,4,5,2,3,2,5.45754339604111,Republican,Fraudulent,Biden,serious,0.833333333333333,Uncounted,Fraudulent-Biden,0,1
1030,2,__NA__,7,7,4,7,2,2,4,4,0,0,0,2,3,2,2,,5,,1,4,4,1,1,1,1,1,0.63797044445411,Republican,Forgone,None,serious,0.666666666666667,Uncounted,Forgone-None,0,0
1031,1,__NA__,1,7,7,7,2,7,7,7,0,0,0,1,3,1,1,7,,,1,4,4,1,3,2,1,1,0.272070093611722,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
1032,1,__NA__,1,7,7,7,1,7,7,7,0,1,5,3,1,2,2,,,7,1,4,4,1,2,1,1,1,0.235199999285511,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
1033,2,__NA__,7,5,7,5,1,5,5,6,0,0,1,1,3,1,1,5,,,1,3,4,3,2,2,1,1,1.19845333778629,Republican,Uncounted,None,wrong,0.666666666666667,Uncounted,Uncounted-None,0,0
1034,2,__NA__,7,7,7,6,1,7,7,7,100,50,0,2,2,1,1,,7,,1,3,2,4,3,1,3,1,1.52181484704853,Republican,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,1,1
1035,1,__NA__,1,7,2,7,2,6,7,7,0,10,100,3,3,2,2,,,4,1,3,4,1,4,1,1,1,0.238318282308366,Democrat,Fraudulent,None,serious,0.5,Uncounted,Fraudulent-None,0,1
1036,3,__NA__,3,7,7,7,1,7,7,7,0,0,0,2,2,1,1,,1,,2,4,4,1,9,2,1,1,0.613575193364877,Democrat,Forgone,Trump,wrong,0,Fraudulent,Forgone-Trump,0,0
1037,2,__NA__,7,7,7,5,2,6,7,6,1,1,0,2,2,1,1,,6,,2,3,3,3,2,2,2,1,0.42020753810623,Republican,Forgone,Trump,wrong,0.833333333333333,Fraudulent,Forgone-Trump,1,1
1038,1,__NA__,1,7,7,7,2,5,7,7,1,10,10,1,3,1,1,7,,,1,3,4,1,2,1,1,1,0.324180155108411,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
1039,2,__NA__,7,7,7,7,2,7,7,6,4,10,0,1,1,2,2,6,,,2,4,2,3,4,1,2,1,0.81270057445082,Republican,Uncounted,Biden,serious,0.833333333333333,Fraudulent,Uncounted-Biden,0,0
1040,1,__NA__,1,5,1,7,2,1,3,7,0,2,10,1,1,2,2,4,,,1,2,3,2,2,1,1,1,0.254584842469432,Democrat,Uncounted,Biden,serious,0.5,Uncounted,Uncounted-Biden,1,1
1041,2,__NA__,6,5,4,4,2,5,5,6,1,1,3,1,1,2,2,4,,,1,4,4,3,2,2,2,1,1.44743004281359,Republican,Uncounted,Biden,serious,0.5,Uncounted,Uncounted-Biden,0,0
1042,2,__NA__,7,3,3,3,1,4,4,4,100,100,100,3,2,1,1,,,5,2,4,1,3,3,2,2,2,2.4729161459138,Republican,Fraudulent,Trump,wrong,0.666666666666667,Fraudulent,Fraudulent-Trump,1,0
1043,2,__NA__,7,5,7,5,2,7,7,7,50,50,50,1,1,1,1,5,,,2,4,1,5,3,1,2,2,0.714977251567846,Republican,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
1044,3,__NA__,5,7,7,7,2,5,5,6,0,0,100,3,3,1,1,,,7,1,5,5,1,2,1,1,1,1.56523591210927,Republican,Fraudulent,None,wrong,1,Uncounted,Fraudulent-None,0,1
1045,2,__NA__,7,7,7,7,1,6,7,7,2,100,50,1,2,2,2,7,,,2,4,2,6,2,2,1,1,0.81270057445082,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
1046,2,__NA__,7,7,5,7,1,7,7,7,3,10,0,2,2,2,2,,7,,2,4,1,4,1,2,1,9,0.678607398495748,Republican,Forgone,Trump,serious,1,Fraudulent,Forgone-Trump,1,1
1047,1,__NA__,1,7,7,7,2,7,7,7,0,0,0,2,2,1,1,,7,,2,4,4,1,1,2,1,1,0.857110924514196,Democrat,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,0,0
1048,2,__NA__,6,2,7,2,2,7,5,6,75,50,0,2,1,1,1,,6,,2,3,1,5,5,1,4,2,0.396450913235422,Republican,Forgone,Biden,wrong,0.833333333333333,Fraudulent,Forgone-Biden,0,0
1049,1,__NA__,2,6,6,6,2,6,6,6,0,0,5,3,1,2,2,,,6,2,4,4,1,1,2,1,1,0.321576062592149,Democrat,Fraudulent,Biden,serious,0.833333333333333,Fraudulent,Fraudulent-Biden,1,0
1050,2,__NA__,7,7,7,6,2,7,7,7,10,10,20,3,2,1,1,,,7,1,4,2,3,4,2,2,2,0.536721805152874,Republican,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,1,0
1051,3,__NA__,5,5,7,5,2,7,7,7,2,0,1,3,2,2,2,,,7,2,3,2,3,3,2,3,2,0.689496757804102,Republican,Fraudulent,Trump,serious,1,Fraudulent,Fraudulent-Trump,1,0
1052,3,__NA__,5,5,5,5,1,5,5,6,26,12,2,3,2,1,1,,,5,2,2,1,4,4,2,4,3,0.15530880132313,Republican,Fraudulent,Trump,wrong,0.666666666666667,Fraudulent,Fraudulent-Trump,1,0
1053,1,__NA__,1,7,7,7,2,7,7,7,1,1,3,1,2,2,2,7,,,1,2,3,2,4,2,2,2,0.444085123300894,Democrat,Uncounted,Trump,serious,1,Uncounted,Uncounted-Trump,0,0
1054,1,__NA__,2,2,2,2,1,2,2,2,75,75,20,1,2,1,1,2,,,1,4,4,2,9,1,2,2,1.9910973329589,Democrat,Uncounted,Trump,wrong,0.166666666666667,Uncounted,Uncounted-Trump,0,0
1055,3,__NA__,5,6,6,2,2,2,5,2,15,15,25,1,1,2,2,6,,,1,1,1,4,4,2,2,2,6.43622365857457,Republican,Uncounted,Biden,serious,0.833333333333333,Uncounted,Uncounted-Biden,0,0
1056,1,__NA__,1,7,5,6,2,6,5,2,1,1,1,2,1,2,2,,7,,1,4,4,1,2,2,1,1,0.855888289430425,Democrat,Forgone,Biden,serious,1,Uncounted,Forgone-Biden,1,1
1057,3,__NA__,5,7,6,7,1,7,7,7,20,10,5,1,3,1,1,7,,,2,2,2,3,2,2,4,2,0.638203009316133,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
1058,3,__NA__,3,6,5,6,2,2,2,5,1,2,0,3,2,2,2,,,3,1,3,4,2,4,2,1,1,0.613575193364877,Democrat,Fraudulent,Trump,serious,0.333333333333333,Uncounted,Fraudulent-Trump,0,1
1059,2,__NA__,6,7,7,6,1,7,7,7,3,5,2,3,3,1,1,,,5,1,4,2,3,3,1,3,2,1.71865453671241,Republican,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
1060,2,__NA__,6,6,7,4,1,7,7,7,1,1,1,3,2,2,2,,,7,2,4,4,2,2,2,2,1,0.396450913235422,Republican,Fraudulent,Trump,serious,1,Fraudulent,Fraudulent-Trump,1,0
1061,1,__NA__,2,7,7,7,2,7,7,7,5,10,5,2,1,1,1,,7,,2,3,3,6,9,2,3,2,1.47651512006704,Democrat,Forgone,Biden,wrong,1,Fraudulent,Forgone-Biden,1,1
1062,4,Democratic socialist,3,7,3,7,2,3,5,5,0,2,2,2,1,1,1,,5,,1,4,4,1,2,1,1,1,0.41638951894372,Democrat,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,1,1
1063,2,__NA__,6,5,7,4,1,7,6,6,15,10,2,1,3,2,2,4,,,1,4,2,4,4,1,2,2,0.37143432418624,Republican,Uncounted,None,serious,0.5,Uncounted,Uncounted-None,0,0
1064,2,__NA__,7,7,7,7,1,7,7,7,0,0,0,1,3,1,1,7,,,2,4,4,2,5,1,1,1,1.04760075327097,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
1065,1,__NA__,1,7,5,7,2,5,5,5,0,0,5,2,3,1,1,,6,,1,5,4,6,2,1,1,1,0.238318282308366,Democrat,Forgone,None,wrong,0.833333333333333,Uncounted,Forgone-None,0,0
1066,2,__NA__,7,6,6,6,2,5,5,5,5,5,5,2,3,2,2,,4,,2,4,1,6,9,2,2,2,3.38503612856153,Republican,Forgone,None,serious,0.5,Fraudulent,Forgone-None,0,0
1067,2,__NA__,6,7,7,7,2,7,7,7,1,1,0,2,2,1,1,,7,,1,3,3,3,2,2,2,2,0.643145150557542,Republican,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,1,1
1068,2,__NA__,7,4,7,3,2,7,7,7,10,1,0,2,2,1,1,,7,,2,4,1,4,9,1,2,2,1.70197706489363,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
1069,1,__NA__,1,7,7,7,2,7,7,7,0,100,0,3,3,2,2,,,6,1,1,4,3,9,1,1,1,0.95788335571503,Democrat,Fraudulent,None,serious,0.833333333333333,Uncounted,Fraudulent-None,0,1
1070,2,__NA__,6,7,7,6,1,7,7,7,3,1,0,1,1,2,2,5,,,2,3,3,4,2,1,2,1,0.339051007056646,Republican,Uncounted,Biden,serious,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
1071,3,__NA__,5,7,6,7,2,6,6,7,10,10,0,1,1,1,1,7,,,1,3,3,3,4,2,3,2,0.295952912772466,Republican,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,0,0
1072,2,__NA__,7,7,7,7,2,7,7,7,0,0,0,1,3,2,2,7,,,1,4,4,2,1,1,2,1,0.488261245725422,Republican,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
1073,1,__NA__,1,7,7,7,2,7,7,7,0,0,1,2,2,1,1,,1,,2,2,4,1,1,1,1,1,0.269881034465815,Democrat,Forgone,Trump,wrong,0,Fraudulent,Forgone-Trump,0,0
1074,1,__NA__,2,6,3,6,1,1,2,4,1,1,5,1,3,2,2,2,,,1,2,4,2,2,1,2,1,1.00540155325648,Democrat,Uncounted,None,serious,0.166666666666667,Uncounted,Uncounted-None,0,0
1075,3,__NA__,3,7,6,7,1,1,7,7,0,1,2,1,1,2,2,7,,,1,4,4,1,1,1,1,1,0.393102555574431,Democrat,Uncounted,Biden,serious,1,Uncounted,Uncounted-Biden,1,1
1076,3,__NA__,5,6,6,7,1,7,7,7,5,95,0,2,1,2,2,,7,,2,1,1,5,1,2,4,4,0.095725761842679,Republican,Forgone,Biden,serious,1,Fraudulent,Forgone-Biden,0,0
1077,2,__NA__,7,2,6,2,1,6,5,5,5,1,1,1,1,2,2,3,,,1,1,1,4,2,1,1,2,0.609756508470859,Republican,Uncounted,Biden,serious,0.333333333333333,Uncounted,Uncounted-Biden,0,0
1078,1,__NA__,1,7,5,6,2,5,7,7,0.1,1,5,2,2,1,1,,7,,1,4,4,2,9,1,1,9,6.43622365857457,Democrat,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,0,0
1079,3,__NA__,5,7,7,7,1,6,6,6,10,20,0,2,3,1,1,,5,,2,4,2,3,4,2,2,2,0.66802062479044,Republican,Forgone,None,wrong,0.666666666666667,Fraudulent,Forgone-None,0,0
1080,1,__NA__,1,7,7,5,2,7,7,7,0,0,0,3,2,2,2,,,7,1,4,4,1,2,2,1,1,0.349116237582432,Democrat,Fraudulent,Trump,serious,1,Uncounted,Fraudulent-Trump,0,1
1081,3,__NA__,5,7,7,7,1,7,7,7,5,3,0,1,1,2,2,7,,,2,4,1,5,2,2,4,2,0.37418661215341,Republican,Uncounted,Biden,serious,1,Fraudulent,Uncounted-Biden,0,0
1082,3,__NA__,5,6,6,1,1,7,2,6,20,20,1,1,1,2,2,3,,,2,3,1,5,3,2,4,3,0.637814440340861,Republican,Uncounted,Biden,serious,0.333333333333333,Fraudulent,Uncounted-Biden,0,0
1083,2,__NA__,7,6,7,6,1,7,6,6,5,0,0,2,3,1,1,,6,,2,4,2,4,2,2,4,1,0.75779171694721,Republican,Forgone,None,wrong,0.833333333333333,Fraudulent,Forgone-None,0,0
1084,2,__NA__,7,7,7,7,1,7,7,7,17,17,7,2,3,1,1,,6,,2,3,2,6,4,1,3,2,0.43933199534494,Republican,Forgone,None,wrong,0.833333333333333,Fraudulent,Forgone-None,0,0
1085,3,__NA__,5,6,7,6,1,7,7,7,10,10,5,3,1,1,1,,,7,2,3,1,4,4,2,3,2,0.66802062479044,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
1086,3,__NA__,5,7,7,7,1,7,7,7,25,25,0,2,2,1,1,,7,,2,4,1,5,2,2,4,1,0.37418661215341,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
1087,2,__NA__,7,7,7,6,1,7,7,7,20,50,0,2,3,1,1,,5,,2,1,1,4,9,2,3,2,0.4514191127672,Republican,Forgone,None,wrong,0.666666666666667,Fraudulent,Forgone-None,0,0
1088,1,__NA__,1,6,6,5,2,7,6,6,10,25,20,1,2,1,1,5,,,1,1,4,3,9,2,2,2,0.326809645301622,Democrat,Uncounted,Trump,wrong,0.666666666666667,Uncounted,Uncounted-Trump,0,0
1089,1,__NA__,1,7,7,7,1,5,5,7,1,0,3,1,2,1,1,5,,,1,4,4,1,2,1,1,1,0.641523366725605,Democrat,Uncounted,Trump,wrong,0.666666666666667,Uncounted,Uncounted-Trump,0,0
1090,3,__NA__,3,7,5,7,1,5,6,7,0,1,3,3,3,1,1,,,5,1,4,4,2,3,1,1,1,1.95314268377792,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
1091,1,__NA__,2,6,5,,2,6,6,7,0,0,0,1,3,2,2,6,,,1,1,3,1,1,2,1,1,0.656220294509337,Democrat,Uncounted,None,serious,0.833333333333333,Uncounted,Uncounted-None,0,0
1092,2,__NA__,6,6,7,3,1,2,2,2,1,,,1,2,1,1,2,,,2,3,3,2,3,2,1,1,0.659884206966468,Republican,Uncounted,Trump,wrong,0.166666666666667,Fraudulent,Uncounted-Trump,1,1
1093,1,__NA__,1,7,3,7,1,5,6,6,0,0,6,1,3,1,1,6,,,1,4,4,1,3,1,1,1,0.335073724440875,Democrat,Uncounted,None,wrong,0.833333333333333,Uncounted,Uncounted-None,0,0
1094,1,__NA__,2,1,5,5,1,6,4,7,3,0,12,2,3,2,2,,4,,1,4,4,2,9,1,1,1,0.650940386606351,Democrat,Forgone,None,serious,0.5,Uncounted,Forgone-None,0,0
1095,3,__NA__,5,7,7,4,2,7,7,5,10,10,0,3,3,1,1,,,7,2,5,2,5,5,2,4,3,0.330202654062119,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
1096,2,__NA__,7,7,7,7,2,7,6,6,50,50,40,3,2,2,2,,,6,1,4,1,5,5,1,4,4,0.301802970795262,Republican,Fraudulent,Trump,serious,0.833333333333333,Uncounted,Fraudulent-Trump,1,0
1097,2,__NA__,6,5,7,5,1,7,7,7,40,50,30,1,2,2,2,7,,,2,4,1,4,2,2,4,2,1.81658791456927,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
1098,2,__NA__,6,7,7,6,1,7,7,7,15,20,0,2,3,2,2,,5,,2,4,2,3,4,2,2,2,0.340583253034062,Republican,Forgone,None,serious,0.666666666666667,Fraudulent,Forgone-None,0,0
1099,1,__NA__,1,3,2,1,1,7,6,6,0,75,25,1,1,1,1,7,,,1,4,4,4,4,2,2,2,0.888337098395271,Democrat,Uncounted,Biden,wrong,1,Uncounted,Uncounted-Biden,1,1
1100,5,__NA__,3,7,7,7,2,7,7,7,50,50,50,1,2,1,1,7,,,2,2,2,4,3,1,3,3,0.460113111145127,Democrat,Uncounted,Trump,wrong,1,Fraudulent,Uncounted-Trump,0,0
1101,2,__NA__,7,6,7,6,1,7,5,5,4,3,0,2,1,1,1,,5,,2,3,2,4,3,2,3,2,0.324716870783564,Republican,Forgone,Biden,wrong,0.666666666666667,Fraudulent,Forgone-Biden,0,0
1102,1,__NA__,1,6,6,6,1,5,5,6,10,10,10,2,1,2,2,,4,,1,4,4,3,9,1,1,1,0.332377741978034,Democrat,Forgone,Biden,serious,0.5,Uncounted,Forgone-Biden,1,1
1103,1,__NA__,2,5,5,5,1,5,5,5,0,100,10,3,1,2,2,,,5,1,3,2,1,4,2,2,2,0.502440558951495,Democrat,Fraudulent,Biden,serious,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
